Source	Targets
BATF	CAMTA1, FOXO6, NFIA, ETV3, NHLH1, PBX1, LMX1A, LHX9, NR5A2, ZNF281, SOX13, PROX1, ESRRG, PAX2, TEAD1, SOX6, RFX4, MLXIP, KLF5, ZBTB7C, TCF4, BCL11A, TCF7L1, MYBL2, RUNX1, BHLHE40, SHOX2, MECOM, ETV5, LEF1, IRF2, RREB1, TFAP2A, HMGA1, MYB, FOXK1, ETV1, POU6F2, CUX1, CREB3L2, TRPS1, GLIS3, NFIB, BNC2, NR6A1, TP73, GLIS1, RORC, MEF2D, POU2F1, ESRRA, ETV6, ELF1, FOXN3, KLF13, STAT3, FOXK2, TGIF1, RAX, NFATC1, TCF3, NFIX, RFX1, ZNF675, TFCP2L1, INSM1, BACH1, PRDM15, MAFF, TEF, NR1I2, RBPJ, PRDM5, ELF2, PPARD, TEAD3, NRF1, DMRT3, LHX6, ELF4, E2F2, DMBX1, NHLH2, ZBTB7B, USF1, ATF6, RXRG, NID1, ZNF692, HHEX, MXI1, HMX2, DEAF1, EHF, FOSL1, ETS1, BARX2, TEAD4, MGP, GLI1, E2F7, SPIC, KLF12, NFATC4, ARNT2, ZNF263, MNT, THRA, RARA, HOXB6, ZBTB14, MBD2, NFIC, RFX2, E2F6, MYCN, ARID5A, EVX2, NFE2L2, E2F1, NFATC2, ETS2, SREBF2, FOXP1, ZIC1, REST, DUX4, ZSCAN31, ETV7, FOXP4, TFEB, RUNX2, BACH2, POU3F2, PRDM1, CREB5, TBX20, DLX6, LEP, CEBPD, GRHL2, DMRT1, DMRTA1, ZBTB26, GFI1B, GSC, RELB, KLF11, STAT6, IRF9, HOXA5, ZNF449, EBF1, ATF7, ZNF549, ZNF343, TFEC, TBX19, HEY2, OSR2, MLXIPL
BATF3	CAMTA1, FOXO6, ETV3, NHLH1, PBX1, LMX1A, LHX9, NR5A2, ZNF281, ATF3, PROX1, ESRRG, TCF7L2, TEAD1, FOXJ2, BHLHE41, RFX4, MLXIP, RORA, SOX9, ZBTB7C, TCF4, BCL11A, TCF7L1, NR4A2, MYBL2, TCFL5, RUNX1, BHLHE40, SHOX2, MECOM, ETV5, LEF1, IRF2, RREB1, TFAP2A, HSF2, MYB, FOXK1, ETV1, POU6F2, CUX1, CREB3L2, NOBOX, TRPS1, RFX3, GLIS3, NFIB, BNC2, NR6A1, GLIS1, JUN, POU2F1, RELA, ETV6, NR4A1, FOXN3, KLF13, STAT3, FOXK2, TGIF1, NFATC1, TCF3, NFIX, ZNF675, ZNF610, ZNF331, SOX11, OSR1, TFCP2L1, INSM1, BACH1, TEF, ZIC4, NKX3-2, RBPJ, ELF2, FOXC1, SOX4, TEAD3, TFAP2B, BHLHA15, NRF1, EBF2, NFIL3, RXRA, ELF4, E2F2, NFYC, DMBX1, GFI1, NHLH2, ZBTB7B, USF1, RXRG, NID1, ZBTB18, ZNF692, EGR2, HHEX, NFKB2, MXI1, DEAF1, EHF, ETS1, FLI1, SOX5, ELK3, SPIC, FOXO1, NKX2-1, HIF1A, THRA, HAP1, HOXB1, MBD2, NFIC, RFX2, ZNF682, POU2F2, E2F6, MYCN, FOSL2, GLI2, TBR1, HOXD12, HOXD3, NFE2L2, IKZF2, E2F1, PATZ1, ATF4, FOXP1, SOX14, BCL6, HES1, NR3C2, DUX4, ZNF184, ZSCAN31, SPDEF, TFEB, RUNX2, POU3F2, PRDM1, FOXO3, ESR1, SP8, HOXA4, CREB5, DLX6, LEP, MYBL1, GRHL2, FOXH1, DMRT1, PAX5, ZBTB26, PBX3, LMX1B, GFI1B, POU3F4, EGR3, GABPA, RARB, STAT6, MEIS2, ATF7, MYF6, KLF3, TFEC, TBX19, ZNF816, TWIST2, POU4F2, HEY2, OSR2
BCL6	CAMTA1, FOXO6, FOXJ3, NFIA, NHLH1, PBX1, LMX1A, LHX9, NR5A2, SOX13, ATF3, PROX1, ESRRG, PAX2, TEAD1, SOX6, BHLHE41, RARG, RFX4, MLXIP, SMAD2, ZBTB7C, TCF4, ONECUT2, BCL11A, NR4A2, DLX2, MYBL2, TCFL5, RUNX1, BHLHE40, ZBTB11, MECOM, ETV5, NFKB1, LEF1, IRF2, RREB1, HMGA1, MYB, FOXK1, ETV1, CUX1, CREB3L2, THAP1, PLAG1, KLF10, RFX3, GLIS3, NFIB, BNC2, ZNF157, TP73, HES2, GLIS1, JUN, BARHL2, RORC, MEF2D, POU2F1, LHX4, ARF1, KLF6, IRF7, ARNTL, RELA, POU2F3, ZNF384, ETV6, ATF1, NR4A1, ASCL1, ZIC2, ESR2, MAX, FOS, FOXN3, KLF13, TFAP4, GLIS2, MLX, FOXK2, TGIF1, NFATC1, TCF3, NFIX, USF2, ZNF331, MZF1, SOX11, OSR1, EPAS1, EN1, TFCP2L1, SP5, DLX1, HOXD9, SOX12, PKNOX1, NR1I2, ZIC4, SOX2, RBPJ, PRDM5, IRF1, FOXC1, E2F3, TEAD3, TFAP2B, BHLHA15, DMRT3, KLF9, RXRA, E2F2, NFYC, DMBX1, GFI1, NHLH2, ZBTB7B, USF1, NID1, ZBTB18, ZNF692, ZEB1, PITX3, GBF1, MXI1, DEAF1, E2F8, EHF, FOSL1, BARX2, TEAD4, SOX5, POU6F1, SP1, HOXC4, GLI1, E2F7, ELK3, PDX1, FOXO1, KLF12, TFDP1, NRL, NFATC4, FOXG1, HIF1A, ARID3B, MEF2A, ZNF213, TBX6, ZNF768, E2F4, MNT, TP53, SREBF1, FOXN1, THRA, RARA, HAP1, GRN, HOXB3, DLX4, MAFG, ZBTB14, ARID3A, NFIC, JUNB, MEF2B, ZFP14, DBP, NR1H2, ZNF135, MYCN, FOSL2, LBX2, ARID5A, NPAS2, PAX8, GLI2, SP9, NFE2L2, STAT1, KLF7, IKZF2, PAX3, PLAGL2, E2F1, ZNF341, SNAI1, CEBPB, TFAP2C, CTCFL, ERG, ETS2, HIC2, PATZ1, ATF4, FOXP1, ZIC1, BCL6, TP63, REST, ATOH1, NEUROG2, DUX4, FOXD1, TCF7, ZSCAN31, SPDEF, ETV7, NFYA, RUNX2, TBX18, BACH2, POU3F2, PRDM1, FOXO3, ESR1, TWIST1, SP8, SP4, HOXA1, CREB5, TBX20, IKZF1, DLX5, ZKSCAN5, ZKSCAN1, ZSCAN21, FOXP2, ARF5, IRF5, NRG1, CEBPD, GRHL2, HSF1, DMRT1, PAX5, BARX1, PBX3, GFI1B, FHL1, ELK4, ZNF669, ALX1, ZNF140, MGA, SOX7, EGR3, LIN54, STAT6, IRF9, DLX3, TBP, NFE2, DRGX, ATOH7, NFYB, MEIS2, POU5F1B, SIX1, TEAD2, ZNF8, TFEC, HEY1, TBX19, NR1H3, ZNF35, MAFK, HOXA9, HNF4G
CDX1	CAMTA1, FOXO6, FOXJ3, NFIA, PBX1, LMX1A, ZNF281, SOX13, PROX1, ESRRG, TEAD1, BHLHE41, HOXC8, RORA, ZBTB7C, TCF4, ONECUT2, BCL11A, TCF7L1, NR4A2, RUNX1, LEF1, IRF2, RREB1, TFAP2A, HMGA1, MYB, ETV1, CUX1, CREB3L2, RFX3, GLIS3, NFIB, BNC2, GLIS1, KLF6, FAR1, ETV6, FOXA1, FOXN3, KLF13, TGIF1, NFATC1, JUND, ZNF667, DLX1, PRDM15, PKNOX1, TEF, RBPJ, FOXC1, SOX4, TFAP2B, ZNF680, GFI1, ZBTB7B, ZBTB18, EGR2, PITX3, MXI1, PAX6, EHF, PHOX2A, FLI1, SOX5, POU6F1, E2F7, TBX3, ESRRB, FOXN1, HAP1, HOXB3, HOXB5, ZNF24, NFIC, MEIS3, ZNF784, GRHL1, HOXD8, NFE2L2, KLF7, HES6, PATZ1, FOXP1, BCL6, TP63, GSX2, ETV7, FOXP4, RUNX2, BACH2, FOXO3, ZBTB2, HOXA1, CREB5, FOXP2, CEBPD, MYBL1, GRHL2, PAX5, BARX1, LMX1B, SATB1, HOXA5, MEIS2, MYF6, TWIST2, HOXD4
CDX2	CAMTA1, FOXO6, NFIA, ARNT, PBX1, LMX1A, ZNF281, SOX13, ATF3, PROX1, ESRRG, ASCL2, TEAD1, SOX6, PKNOX2, BHLHE41, RARG, HOXC8, CUX2, MLXIP, RORA, ZBTB7C, TCF4, ONECUT2, BCL11A, NR4A2, RUNX1, SHOX2, MECOM, ETV5, LEF1, IRF2, SMAD5, TFAP2A, MYB, FOXK1, ETV1, POU6F2, CUX1, CREB3L2, KLF10, GLIS3, NFIB, BNC2, TP73, GLIS1, JUN, ARNTL, POU2F3, ZNF384, ETV6, NR4A1, ZIC2, FOXA1, MAX, FOXN3, KLF13, NR1D1, STAT3, SP2, HOXB9, ZNF675, SOX11, CAD, MAFF, TEF, NR1I2, SOX2, NKX6-1, PRDM9, E2F3, SOX4, PPARD, TEAD3, TFAP2B, HOXA2, EBF2, NFIL3, MSANTD3, RXRA, ZBED1, ELF4, GFI1, ZBTB7B, USF1, RXRG, HHEX, GBF1, HOXC12, HOXC4, ELK3, SPIC, PDX1, FOXO1, KLF12, SOX1, NRL, TBX6, FOXN1, HOXB3, ZBTB14, ZNF24, MBD2, ARID3A, RFX2, E2F6, FOSL2, EMX1, ARID5A, PAX8, GLI2, EVX2, HES6, NFATC2, BCL6, HES1, EGR1, ZSCAN31, SPDEF, ETV7, FOXP4, RUNX2, BACH2, FOXO3, ZBTB24, ZBTB2, ESR1, SP8, HOXA1, CREB5, DLX6, CEBPD, DMRT1, PAX5, PBX3, TFE3, ZNF669, CREM, MAF, EGR3, CEBPG, ZNF449, POU5F1B, ZNF549, TFEC, VSX2
CEBPA	FOXO6, FOXJ3, NFIA, PBX1, LMX1A, NR5A2, ZNF281, SOX13, ATF3, PROX1, ESRRG, TCF7L2, ASCL2, TEAD1, SOX6, BHLHE41, RARG, HOXC8, KLF5, RORA, ZNF423, SOX9, ZBTB7C, TCF4, BCL11A, TCF7L1, NR4A2, DLX2, MYBL2, RUNX1, BHLHE40, SHOX2, IRF2, RREB1, FOXK1, POU6F2, GLIS3, NFIB, BNC2, NR6A1, TP73, GMEB1, GLIS1, JUN, POU2F1, KLF6, ARNTL, FAR1, RELA, ETV6, ATF1, NR4A1, FOXN3, KLF13, STAT3, HOXB9, FOXK2, TGIF1, RAX, KLF16, NFIX, ZNF675, SOX11, EPAS1, TFCP2L1, DLX1, SOX12, INSM1, BACH1, MAFF, RBPJ, PRDM9, FOXC1, SOX4, TFAP2B, NRF1, KLF9, NFIL3, MSANTD3, RXRA, ELF4, E2F2, NFYC, GFI1, NHLH2, ZBTB7B, ATF6, RXRG, IRF6, MXI1, HMX2, EHF, YAP1, VDR, HOXC9, GLI1, ELK3, KLF12, POU4F1, ZIC5, SIX4, JDP2, ARNT2, ZNF263, MAZ, HOXB1, HOXB3, HOXB5, ARID3A, NFIC, ZBTB7A, DBP, ZNF766, E2F6, MYCN, ARID5A, NPAS2, PAX8, GLI2, NFE2L2, IKZF2, PAX3, NFATC2, ETS2, HIC2, XBP1, BCL6, REST, DUX4, ZSCAN31, ETV7, FOXP4, RUNX2, POU3F2, PRDM1, FOXO3, ESR1, CREB5, DLX6, DLX5, ZKSCAN1, FOXP2, ARF5, LEP, SNAI2, GRHL2, DMRT1, BARX1, FOXE1, PBX3, GFI1B, TFE3, RELB, STAT6, NFE2, CEBPG, HOXA5, ELK1, ETV4, ZNF320, EBF1, SIX1, ZNF8, TGIF2, BATF, SPIB, MEOX2
CEBPB	CAMTA1, FOXO6, NFIA, PBX1, LMX1A, NR5A2, ZNF281, ATF3, ESRRG, TCF7L2, EBF3, ASCL2, TEAD1, SOX6, PKNOX2, BHLHE41, HOXC8, KLF5, RORA, ZBTB7C, TCF4, BCL11A, TCF7L1, NR4A2, RUNX1, SHOX2, MECOM, ETV5, IRF2, RREB1, FOXK1, GLIS3, NFIB, BNC2, NR6A1, TP73, POU2F1, KLF6, ARNTL, FAR1, RELA, ETV6, ATF1, NR4A1, FOXN3, SMAD3, STAT5A, STAT3, HOXB9, TGIF1, RAX, NFIX, JUND, ZNF675, ZNF331, ZNF667, EPAS1, DLX1, SOX12, INSM1, BACH1, RBPJ, PRDM9, FOXC1, SOX4, ZBTB12, TFAP2B, NRF1, NFIL3, MSANTD3, RXRA, ELF4, E2F2, GFI1, NHLH2, ZBTB7B, ATF6, RXRG, IRF6, ZNF692, EHF, YAP1, VDR, ZNF740, HOXC13, HOXC9, GLI1, ELK3, POU4F1, ZIC5, JDP2, ZNF263, MAZ, RARA, HOXB1, HOXB3, HOXB5, DLX4, ZNF24, ARID3A, NFIC, DBP, ZNF766, E2F6, ARID5A, NPAS2, PAX8, GLI2, NFE2L2, IKZF2, PAX3, NFATC2, ETS2, HIC2, XBP1, BCL6, TP63, DUX4, RUNX2, FOXO3, ESR1, CREB5, FOXP2, LEP, SNAI2, GRHL2, DMRT1, BARX1, FOXE1, PBX3, GFI1B, TFE3, STAT6, NFE2, CEBPG, HOXA5, ELK1, SIX1, ISL1, BATF, SPIB, MEOX2
CEBPD	CAMTA1, FOXO6, DMRTA2, NFIA, ETV3, PBX1, LMX1A, ZNF281, ATF3, ESRRG, TCF7L2, ASCL2, TEAD1, SOX6, BHLHE41, RARG, HOXC8, RFX4, KLF5, RORA, SOX9, ZBTB7C, TCF4, ONECUT2, BCL11A, TCF7L1, DLX2, TCFL5, RUNX1, BHLHE40, ZBTB11, SHOX2, MECOM, ETV5, NFKB1, IRF2, RREB1, TFAP2A, FOXK1, POU6F2, THAP1, GLIS3, NFIB, BNC2, NR6A1, ZNF157, TP73, GLIS1, POU2F1, KLF6, ARNTL, FAR1, RELA, ETV6, ATF1, FOXN3, KLF13, SMAD3, ISL2, TFAP4, STAT5A, STAT3, HOXB9, FOXK2, RAX, NFATC1, KLF16, NFIX, JUND, ZNF675, ZNF331, ZNF667, SOX11, EPAS1, EN1, TFCP2L1, SP5, DLX1, SOX12, INSM1, BACH1, MAFF, SOX2, RBPJ, PRDM5, PRDM9, FOXC1, SOX4, ZBTB12, PPARD, TFAP2B, NRF1, NFIL3, MSANTD3, RXRA, ELF4, E2F2, NFYC, GFI1, NHLH2, ZBTB7B, ATF6, RXRG, IRF6, HHEX, EMX2, HMX2, EHF, YAP1, VDR, HOXC9, GLI1, ELK3, POU4F1, ZIC5, NKX2-1, JDP2, ZNF263, ZNF75A, MAZ, HOXB1, HOXB3, HOXB5, DLX4, ZBTB14, ARID3A, NFIC, RFX2, MEF2B, DBP, ZNF766, ZNF274, E2F6, FOSL2, ARID5A, NPAS2, PAX8, GLI2, NFE2L2, STAT1, IKZF2, PAX3, VSX1, E2F1, CEBPB, NFATC2, ETS2, HIC2, XBP1, PATZ1, FOXP1, BCL6, TP63, REST, HAND2, DUX4, TCF7, ETV7, NFYA, FOXP4, RUNX2, BACH2, POU3F2, PRDM1, FOXO3, CREB5, DLX6, FOXP2, LEP, CEBPD, SNAI2, GRHL2, DMRT1, BARX1, FOXE1, PBX3, GFI1B, STAT6, ZNF324, NFE2, CEBPG, HOXA5, ELK1, EBF1, SIX1, ZNF708, BATF, SPIB, MEOX2, FOXL1
CEBPE	CAMTA1, FOXO6, FOXJ3, NFIA, PBX1, LMX1A, SOX13, PROX1, ESRRG, ASCL2, TEAD1, OVOL1, BHLHE41, KLF5, RORA, ZBTB7C, TCF4, BCL11A, REL, RUNX1, FOXK1, CUX1, RFX3, GLIS3, BNC2, FOXD3, POU2F1, ARNTL, ETV6, NR4A1, MAX, KLF13, SP2, TGIF1, RAX, NFIX, ZNF675, ZNF667, EPAS1, ZIC4, RBPJ, PRDM9, FOXC1, ZBTB12, TFAP2B, MSANTD3, RXRA, DMBX1, NHLH2, HMX2, PAX6, EHF, SP1, E2F7, KLF12, HIF1A, NFATC3, TP53, HOXB5, ZNF24, RFX2, ZFP14, DBP, ZNF766, ZNF582, E2F6, MYCN, NFE2L2, STAT1, IKZF2, HES6, VSX1, SREBF2, FOXP1, ZIC1, REST, FOXQ1, SPDEF, ZNF76, NFYA, FOXP4, BACH2, FOXO3, ESR1, HOXA6, CREB5, DLX6, DLX5, ZKSCAN1, FOXP2, LEP, IRF5, DMRT1, PAX5, FOXE1, PBX3, TFE3, STAT6, CEBPG, HAT1, TEAD2
CEBPG	CAMTA1, FOXO6, FOXJ3, NFIA, NHLH1, PBX1, LMX1A, LHX9, SOX13, ATF3, ESRRG, TCF7L2, TEAD1, SOX6, PKNOX2, FOXJ2, BHLHE41, HOXC8, RFX4, CUX2, MLXIP, KLF5, RORA, ZBTB7C, TCF4, BCL11A, TCF7L1, RUNX1, BHLHE40, MECOM, ETV5, NFKB1, IRF2, MEF2C, RREB1, FOXK1, ETV1, POU6F2, CUX1, NOBOX, TRPS1, GLIS3, NFIB, BNC2, NR6A1, ZNF157, FOXD2, GLIS1, JUN, POU2F1, POU2F3, ETV6, ATF1, NR4A1, ASCL1, SOHLH2, ESR2, FOS, FOXN3, KLF13, STAT3, HOXB9, HLF, NFATC1, NFIX, ZNF675, ZNF331, MZF1, SOX11, EPAS1, EN1, TFCP2L1, DLX1, SOX12, INSM1, BACH1, PRDM15, TEF, ZIC4, SOX2, RBPJ, NKX6-1, PRDM5, FOXC1, E2F3, SOX4, TEAD3, TFAP2B, ZNF680, NRF1, DMRT3, KLF9, NFIL3, E2F2, ZBTB7B, ATF6, RXRG, IRF6, ZBTB18, MXI1, HMX3, EHF, ETS1, TEAD4, SOX5, VDR, HOXC13, STAT2, GLI1, KLF12, JDP2, MAZ, MNT, TP53, RARA, HAP1, MBD2, NFIC, RFX2, MEF2B, DBP, NR1H2, ZNF274, GRHL1, FOSL2, ARID5A, PAX8, NFE2L2, STAT1, KLF7, E2F1, SNAI1, CEBPB, NFATC2, XBP1, SREBF2, FOXP1, BCL6, TP63, REST, IRF4, ZSCAN31, ETV7, TFEB, RUNX2, BACH2, POU3F2, PRDM1, FOXO3, ZBTB2, CREB5, GRHL2, HSF1, FOXH1, FOXE1, PBX3, GFI1B, ZNF684, STAT4, OLIG2, LIN54, GLI3, TBP, NFE2, CEBPG, HAT1, SATB1, FOXL2, HOXA5, SIX1, NR5A1
CLOCK	CAMTA1, FOXO6, FOXJ3, NFIA, NHLH1, PBX1, LMX1A, LHX9, SOX13, ATF3, PROX1, ESRRG, PAX2, TCF7L2, EBF3, ASCL2, TEAD1, CREB3L1, OVOL1, PKNOX2, BHLHE41, RFX4, MLXIP, ZNF423, SOX9, SMAD2, ZBTB7C, ONECUT2, BCL11A, TCF7L1, NR4A2, DLX2, MYBL2, TCFL5, RUNX1, BHLHE40, ZBTB11, SHOX2, MECOM, ETV5, NFKB1, LEF1, IRF2, RREB1, TFAP2A, HMGA1, HSF2, FOXK1, ETV1, POU6F2, CUX1, CREB3L2, NOBOX, PLAG1, KLF10, RFX3, NFIB, BNC2, ZNF157, TP73, HES2, GLIS1, FOXD3, RORC, MEF2D, POU2F1, ARF1, IRF7, MYOD1, ESRRA, RELA, POU2F3, ETV6, ATF1, NR4A1, ASCL1, SOHLH2, ZIC2, FOXA1, ESR2, MAX, FOXN3, BCL11B, KLF13, SMAD3, TFAP4, NR1D1, STAT5A, STAT3, MLX, SP2, HOXB9, HLF, FOXK2, TGIF1, SMAD4, NFATC1, TCF3, KLF16, NFIX, RFX1, JUND, ZNF331, SOX11, CAD, EN1, TFCP2L1, DLX1, SOX12, INSM1, BACH1, PRDM15, PKNOX1, MAFF, TEF, NR1I2, ZIC4, NKX6-1, PRDM5, ELF2, PRDM9, IRF1, FOXC1, E2F3, SOX4, TEAD3, TFAP2B, HOXA2, GBX1, KLF9, NFIL3, LHX6, LHX2, RXRA, ZBED1, ZBTB17, E2F2, NFYC, DMBX1, GFI1, NHLH2, ZBTB7B, RXRG, PRRX1, BATF3, NID1, ZBTB18, ZNF692, ZEB1, EGR2, PITX3, NFKB2, MXI1, HMX3, HMX2, DEAF1, E2F8, PAX6, PHOX2A, YAP1, FLI1, BARX2, TEAD4, SOX5, VDR, POU6F1, HOXC13, E2F7, ELK3, SPIC, PRDM4, TBX3, PDX1, KLF12, ZIC5, TFDP1, NFATC4, NKX2-1, HIF1A, ESRRB, PIF1, ARNT2, ZNF213, ZNF263, ZNF75A, TBX6, NFATC3, HIC1, MNT, CAMTA2, TP53, SREBF1, FOXN1, THRA, RARA, HAP1, GRN, HOXB5, HOXB6, ZNF652, DLX4, ZBTB14, ARID3A, NFIC, RFX2, JUNB, ZNF682, DBP, ZNF547, ZNF416, E2F6, FOSL2, OTX1, EMX1, ARID5A, NPAS2, PAX8, GLI2, SP9, EVX2, HOXD12, HOXD3, NFE2L2, IKZF2, PAX3, HES6, PLAGL2, E2F1, SNAI1, CEBPB, NFATC2, CTCFL, HIC2, PATZ1, THRB, FOXP1, ZNF148, SOX14, ZIC1, BCL6, TP63, HES1, ATOH1, NEUROG2, NR3C2, HAND2, ZFP42, FOXD1, OTP, TCF7, CDX1, FOXI1, FOXQ1, SPDEF, ETV7, FOXP4, RUNX2, TBX18, BACH2, POU3F2, PRDM1, FOXO3, ZBTB24, RFX6, OLIG3, PLAGL1, ZBTB2, SP8, HOXA1, HOXA4, HOXA6, CREB5, DLX6, DLX5, ZKSCAN5, FOXP2, ZNF282, MNX1, HMBOX1, MYBL1, GRHL2, MAFA, ZNF707, HSF1, DMRT1, DMRTA1, PAX5, BARX1, KLF4, PBX3, LMX1B, BARHL1, GFI1B, LHX3, ZIC3, RFX5, TFCP2, ZNF140, MGA, RELB, KLF11, NOTO, SOX7, ONECUT1, LIN54, GLI3, HINFP, STAT6, ZNF324, KLF15, TBP, HAT1, FOXL2, ELK1, ATOH7, MEIS2, PITX1, EBF1, NR2C1, SIX1, ZSCAN29, ZNF8, MEIS1, KLF3, TFEC, HEY1, HEY2, HNF4G, HOXD4, VSX2, SPIB, NR5A1, ELF3, PGR, BSX, HES7, ZNF317, NKX2-2
CREB1	CAMTA1, FOXO6, ARNT, PBX1, LMX1A, ZNF281, ATF3, PROX1, PAX2, EBF3, TEAD1, BHLHE41, MLXIP, ZBTB7C, TCF4, BCL11A, REL, NR4A2, DLX2, MYBL2, RUNX1, ZBTB11, NFKB1, RREB1, FOXK1, CUX1, CREB3L2, GLIS3, NFIB, NR6A1, HES2, GLIS1, FOXD3, BARHL2, RORC, MEF2D, KLF6, IRF7, RELA, ETV6, ATF1, NR4A1, ASCL1, SOHLH2, FOS, FOXN3, KLF13, ISL2, TFAP4, CTCF, STAT3, HLF, NFATC1, TCF3, NFIX, RFX1, JUND, ZNF675, USF2, ZNF331, TFCP2L1, EBF4, MAFF, TEF, NKX6-1, ELF2, FOXC1, PPARD, TEAD3, TFAP2B, KLF9, MSANTD3, RXRA, MTF1, NFYC, ZBTB7B, ZBTB18, ZEB1, LBX1, NFKB2, MXI1, PAX6, NPAS4, PHOX2A, HOXC4, E2F7, KLF12, ZNF213, ZNF263, MNT, CAMTA2, TP53, SREBF1, FOXN1, THRA, GRN, VEZF1, NFIC, ZBTB7A, RFX2, JUNB, MEF2B, POU2F2, ZNF701, ZNF784, ZNF547, ZNF135, ZNF274, FOSL2, SP9, EVX2, KLF7, CTCFL, ETS2, HIC2, PATZ1, SREBF2, FOXP1, ZIC1, BCL6, TP63, GSX2, EGR1, NR3C1, FOXQ1, ZNF184, ZNF76, ETV7, FOXP4, RUNX2, BACH2, FOXO3, PLAGL1, HOXA4, CREB5, TBX20, DLX6, FOXP2, ARF5, ZNF282, BHLHE22, GRHL2, HSF1, SCRT1, KLF4, ZNF684, RFX5, CREM, SPI1, TFCP2, ALX1, ZNF140, ZNF410, GSC, MAF, BCL6B, MEOX1, RELB, KLF11, PITX2, GCM2, SOX7, EGR3, RARB
CREM	CAMTA1, FOXO6, ARNT, NHLH1, PBX1, LMX1A, LHX9, NR5A2, ATF3, ESRRG, EBF3, TEAD1, CREB3L1, PKNOX2, MLXIP, KLF5, ZBTB7C, TCF4, BCL11A, REL, NR4A2, DLX2, MYBL2, TCFL5, RUNX1, BHLHE40, ZBTB11, SHOX2, NFKB1, IRF2, RREB1, HMGA1, HSF2, FOXK1, CUX1, CREB3L2, KLF10, RFX3, GLIS3, NFIB, NR6A1, TP73, GLIS1, JUN, FOXD3, BARHL2, MEF2D, LHX4, ARF1, KLF6, IRF7, RELA, ETV6, NR4A1, ASCL1, SOHLH2, ZIC2, FOS, FOXN3, KLF13, ISL2, CTCF, STAT3, HOXB9, HLF, FOXK2, NFATC1, NFIX, RFX1, JUND, USF2, ZNF331, SOX11, EN1, TFCP2L1, BACH1, PKNOX1, MAFF, TEF, ZIC4, MSX1, NKX3-2, NKX6-1, PRDM5, ELF2, IRF1, FOXC1, SOX4, PPARD, TEAD3, TFAP2B, GBX1, KLF9, NFIL3, MSANTD3, RXRA, ELF4, MTF1, NFYC, NHLH2, ZBTB7B, ATF6, IRF6, ZBTB18, ZNF692, EGR2, LBX1, GBF1, MXI1, PAX6, EHF, PHOX2A, SP1, GLI1, E2F7, ELK3, ZIC5, SOX1, NFATC4, ARNT2, MEF2A, ZNF263, MNT, CAMTA2, SREBF1, FOXN1, THRA, RARA, HAP1, DLX4, VEZF1, ARID3A, NFIC, JUNB, NR2F6, MEF2B, POU2F2, NR1H2, ZNF701, ZNF547, ZNF416, ZNF135, FOSL2, EMX1, ARID5A, PAX8, CREB1, HES6, E2F1, MAFB, CEBPB, ETS2, THRB, FOXP1, ZIC1, GSX2, FOXD1, EGR1, HAND1, ZNF354A, FOXQ1, ZNF184, ZNF76, FOXP4, RUNX2, TBX18, BACH2, POU3F2, PRDM1, FOXO3, PLAGL1, ESR1, SP8, HOXA6, CREB5, TBX20, DLX6, DLX5, FOXP2, ARF5, CEBPD, SNAI2, BHLHE22, MYBL1, GRHL2, SCRT1, DMRTA1, PAX5, BARX1, KLF4, PBX3, FHL1, ZNF684, ZNF669, CREM, ZNF143, SPI1, TFCP2, ZNF140, ZNF410, GSC, MAF, BCL6B, TBX4, RELB, KLF11, STAT4, PITX2, MSX2, SOX7, TBX15, CEBPE, GABPA, OLIG2, LIN54, GLI3, HAT1, TEAD2, ZNF549, OSR2, MLXIPL, MEOX2, ZNF454
CRX	CAMTA1, NFIA, NHLH1, PBX1, LMX1A, SOX13, ATF3, TCF7L2, EBF3, SOX6, RFX4, ZNF423, SOX15, ZBTB7C, TCF4, ONECUT2, BCL11A, REL, NR4A2, RUNX1, BHLHE40, MECOM, ETV5, NFKB1, TFAP2A, MYB, ETV1, POU6F2, CUX1, RFX3, GLIS3, NFIB, GLIS1, POU2F1, LHX4, FAR1, ETV6, NR4A1, FOXA1, MAX, FOXN3, KLF13, SMAD3, ISL2, NR1D1, SP2, TGIF1, ZNF675, ZNF331, EPAS1, EN1, INSM1, BACH1, PKNOX1, TEF, SOX2, NKX3-2, RBPJ, PRDM5, FOXC1, E2F3, SOX4, DMRT3, MSANTD3, DMBX1, ZBTB7B, ATF6, RXRG, PRRX1, EGR2, PITX3, NFKB2, HMX3, EHF, BARX2, SOX5, VDR, GLI1, E2F7, ELK3, SPIC, KLF12, NFATC4, NKX2-1, ARID3B, ARNT2, MEF2A, ZNF263, ZNF768, NFATC3, CAMTA2, THRA, RARA, HAP1, HOXB6, VEZF1, RFX2, MEF2B, DBP, ZNF274, GRHL1, MYCN, FOSL2, OTX1, GLI2, KLF7, PAX3, E2F1, ETS2, FOXP1, GATA2, REST, HAND2, NR3C1, ZNF184, ZSCAN16, RUNX2, POU3F2, ZBTB24, ESR1, SP8, CREB5, DLX6, FOXP2, HMBOX1, PAX5, BARX1, LMX1B, LHX3, CEBPG, ATF7, NR2C1, SIX1, SIX3, ARGFX, NR2F1, MEOX2, PAX9, ZBTB32, ZBED4, POU5F1
