	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACKR2	0.088363201	0.526689275	2.208644992	0.238467149	0.811518792	NA
ACKR3	1.210216317	-0.170319797	0.800228121	-0.212839054	0.831452501	0.949217139
ACKR4	2.879021239	0.220827073	0.305961496	0.721747918	0.470449475	0.788549019
ACLY	10.11792136	0.024862484	0.281681003	0.088264683	0.929666308	0.980603683
ACMSD	1.448094857	0.525017952	0.396397338	1.324473959	0.185345686	0.556888588
ACO1	3.256955533	-0.391354828	0.244685406	-1.599420393	0.109727224	0.44050996
ACO2	3.719043313	-0.1599044	0.230690149	-0.693156601	0.48821128	0.798537655
ACOT1	0.453981616	-0.306436306	0.707638269	-0.433040891	0.664985064	NA
ACOT11	1.905673408	-0.098734031	0.364439912	-0.270919918	0.786452625	0.932588271
ACOT12	0.057083595	-0.082895485	2.208655494	-0.037532103	0.970060744	NA
ACOT13	5.061115707	0.001264658	0.204305564	0.00619003	0.995061102	0.997873825
ACOT2	2.585034274	-0.622680486	0.295194656	-2.109389428	0.034910981	0.259495347
ACOT4	1.451632332	0.698066777	0.551238218	1.266361355	0.20538374	0.577945528
ACOT6	0.626396301	0.534005936	0.687459229	0.776781972	0.437287415	NA
ACOT7	1.482869945	-0.004166895	0.372706494	-0.011180098	0.991079759	0.995972593
ACOT8	3.895538626	0.0648618	0.233948447	0.277248261	0.781589485	0.930761978
ACOT9	0.961752075	-0.911145045	0.480036926	-1.898072828	0.057686489	NA
ACOX1	5.374667275	-0.133691379	0.190982211	-0.700020062	0.483914776	0.797024774
ACOX2	0.326648196	0.583073991	0.812870646	0.717302309	0.473187583	NA
ACOX3	1.925218955	-0.093536561	0.34843261	-0.268449504	0.788353339	0.93356585
ACOXL	0.521757557	0.240478515	0.737825895	0.325928537	0.744478424	NA
ACP1	8.724771043	9.48495909516837e-05	0.18862695	0.000502842	0.99959879	0.9999325
ACP2	4.123586306	-0.334188542	0.281900463	-1.185484192	0.235826061	0.609671497
ACP5	2.148761676	-0.265654287	0.473579967	-0.560949165	0.574832193	0.848853976
ACP6	2.137099046	-0.379946539	0.399724242	-0.950521631	0.341847268	0.702211028
ACPP	0.392324831	0.348411238	1.027621397	0.339046305	0.734574847	NA
ACR	0.391449389	1.42353033	1.585820222	0.89766186	0.369365849	NA
ACRBP	1.361714327	-0.477986633	0.500978434	-0.954106205	0.340029885	0.70112107
ACRV1	3.175023473	0.117342859	0.284828695	0.411976957	0.680356313	0.895668867
ACSBG1	0.327182425	-0.778066552	0.784396795	-0.991929795	0.321231774	NA
ACSBG2	1.169796107	0.892896151	0.503755989	1.772477492	0.076315328	0.371600204
ACSF2	1.724847218	-0.570466762	0.534526923	-1.067236725	0.285864953	0.655267698
ACSF3	2.695952503	0.147104084	0.319946498	0.459777135	0.645676197	0.880931913
ACSL1	2.029855103	-0.489417272	0.312916911	-1.56404865	0.117806144	0.45598469
ACSL3	5.631789201	-0.104113401	0.21163335	-0.491951767	0.622753441	0.867998603
ACSL4	3.494716035	-0.370697384	0.291655608	-1.27101065	0.20372486	0.576249928
ACSL5	0.83805881	-2.010568594	0.800483491	-2.511692767	0.012015364	NA
ACSL6	0.393277557	0.819334685	1.258480357	0.651050833	0.515013673	NA
ACSM1	1.019625227	-0.477162338	0.821976192	-0.580506276	0.561573256	NA
ACSM2A	0	NA	NA	NA	NA	NA
ACSM2B	0	NA	NA	NA	NA	NA
ACSM3	1.613265506	-0.413052742	0.449109379	-0.919715244	0.357721584	0.716467201
ACSM4	0.067060607	0.172138307	2.208655494	0.077938052	0.93787733	NA
ACSM5	0	NA	NA	NA	NA	NA
ACSM6	2.333382981	0.366266102	0.414633726	0.883348555	0.377047977	0.728138269
ACSS1	1.4378265	-0.548613381	0.506299245	-1.083575349	0.278553125	0.648686076
ACSS2	2.800614717	-1.159330992	0.370736321	-3.127103887	0.001765375	0.054259073
ACSS3	0.726631235	-0.17179484	0.585587277	-0.29337188	0.769237917	NA
ACTA1	1.427946904	-1.724315526	0.600652473	-2.870737413	0.004095155	0.08281685
ACTA2	0.429790328	-0.257427663	0.807602262	-0.3187555	0.749911925	NA
ACTB	34.37341509	-0.333016377	0.160935753	-2.069250439	0.038522592	0.272689412
ACTBL2	0	NA	NA	NA	NA	NA
ACTC1	0.20846345	-0.557084186	1.6247022	-0.342883875	0.731685823	NA
ACTG1	59.20492572	-0.409907564	0.277781383	-1.475648076	0.140038392	0.496072833
ACTG2	0.480899257	-1.50895423	1.078705713	-1.398856251	0.161856094	NA
ACTL10	4.830150008	-0.491702079	0.350164297	-1.40420392	0.160258135	0.525885501
ACTL6A	7.634961121	-0.09454322	0.262308955	-0.360426961	0.718527867	0.90758509
ACTL6B	4.172947638	1.282945405	0.433911751	2.95669661	0.003109539	0.071901578
ACTL7A	0.109473857	-0.182074952	2.177608564	-0.083612342	0.933364654	NA
ACTL7B	0.129441613	-0.554541011	2.207721741	-0.251182475	0.801673033	NA
ACTL8	0.057083595	-0.082895485	2.208655494	-0.037532103	0.970060744	NA
ACTL9	0.053258589	0.271317805	2.208655494	0.122842972	0.902231445	NA
ACTN1	2.649396136	-0.605881319	0.27086743	-2.236818652	0.025298195	0.218599643
ACTN2	0	NA	NA	NA	NA	NA
ACTN3	0.349412971	-0.55252427	1.137027702	-0.485937386	0.62701156	NA
ACTN4	10.54932894	-0.17331765	0.201108318	-0.861812438	0.388790739	0.73334568
ACTR10	4.331595723	0.381506685	0.232791514	1.63883416	0.101247803	0.423582873
ACTR1A	4.631593482	-0.021859464	0.213366927	-0.102450107	0.918399414	0.976278971
ACTR1B	8.679251374	0.128302509	0.196242996	0.65379408	0.513244481	0.813046602
ACTR2	8.236848714	-0.39674863	0.223106629	-1.778291535	0.075355986	0.368609158
ACTR3	7.175355562	-0.379320298	0.207031662	-1.832184969	0.066923868	0.349250326
ACTR3B	2.180860723	-0.09900605	0.301135698	-0.328775535	0.742325357	0.914974583
ACTR3C	1.906875768	-0.321423322	0.344929692	-0.931851706	0.351413169	0.710204641
ACTR5	2.007547982	0.063935234	0.313853464	0.203710463	0.838579766	0.951700444
ACTR6	2.480371333	-0.335540528	0.273390922	-1.227328712	0.219699068	0.593044203
ACTR8	2.909699807	-0.130005772	0.281839906	-0.461275246	0.644601143	0.880723194
ACTRT1	0.361714341	1.060006587	1.582330889	0.669901975	0.502920281	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	0.54656753	0.332961976	0.715261277	0.465510977	0.641565578	NA
ACVR1	2.959607691	0.372433615	0.318625928	1.168874162	0.242454335	0.615833347
ACVR1B	3.02426701	-0.379697977	0.294069006	-1.291186657	0.196638961	0.571283569
ACVR1C	0.121715333	0.526687676	2.139319842	0.246193984	0.805532072	NA
ACVR2A	6.356957769	0.339710257	0.356520935	0.952847991	0.340667095	0.701619392
ACVR2B	8.748189201	0.017789939	0.342372794	0.051960726	0.958559987	0.989478706
ACVRL1	0.363363803	-1.686543119	1.522145099	-1.108004172	0.267860014	NA
ACY1	1.769743002	-0.539435003	0.391548859	-1.377695252	0.168297398	0.535819444
ACY3	0.080882786	-0.309591879	2.208655494	-0.1401721	0.888524015	NA
ACYP1	14.05868761	0.540364655	0.1587331	3.404234248	0.000663498	0.032778888
ACYP2	2.11542273	0.042932921	0.318241401	0.134906774	0.892685584	0.967907518
ADA	0.826035455	-1.128139626	0.784230305	-1.438531027	0.15028344	NA
ADAD1	0.152044986	0.271317805	2.208655494	0.122842972	0.902231445	NA
ADAD2	0.101430885	0.526689197	2.205096028	0.238850912	0.81122119	NA
ADAL	1.267696431	-0.035767169	0.384784707	-0.092953718	0.925940329	0.979668845
ADAM10	4.139398541	-0.247722614	0.304589128	-0.813300906	0.416045558	0.751794036
ADAM11	0.549698455	0.384251314	0.735026741	0.522771884	0.601133008	NA
ADAM12	1.51705169	2.645384406	1.773084529	1.491967451	0.135707678	0.487863996
ADAM15	3.960032734	-0.416596698	0.257534673	-1.617633441	0.105741618	0.43401198
ADAM17	6.906042627	-0.177351138	0.177177494	-1.000980061	0.316836448	0.680981447
ADAM18	0	NA	NA	NA	NA	NA
ADAM19	0.854522	-0.635314521	0.587141512	-1.082046675	0.279231789	NA
ADAM2	0	NA	NA	NA	NA	NA
ADAM20	2.554873374	0.649557765	0.402490418	1.613846532	0.106560719	0.436112209
ADAM21	0.862687013	0.628953814	0.63440797	0.991402763	0.321488952	NA
ADAM22	2.509988534	0.681885748	0.316855916	2.152037294	0.031394417	0.245481409
ADAM23	1.61564713	0.489340252	0.492798611	0.992982207	0.320718626	0.685894947
ADAM28	2.420833431	-0.220038253	0.594020045	-0.370422269	0.711067884	0.905562447
ADAM29	0	NA	NA	NA	NA	NA
ADAM30	0	NA	NA	NA	NA	NA
ADAM32	0.411261397	0.454198727	0.761147503	0.59672892	0.550688381	NA
ADAM33	0.440585824	1.086272705	1.288339742	0.843157026	0.399140629	NA
ADAM7	0.057083595	-0.082895485	2.208655494	-0.037532103	0.970060744	NA
ADAM8	0.362496121	-1.46287329	1.541254462	-0.949144561	0.342547093	NA
ADAM9	2.539016062	-0.311790917	0.306421388	-1.017523349	0.308904531	0.675055888
ADAMDEC1	0.548195065	-1.656240182	1.46903703	-1.127432562	0.259559638	NA
ADAMTS1	0.957093088	-2.342214875	0.811671783	-2.885667488	0.003905846	NA
ADAMTS10	0.315554084	0.116331674	1.117279765	0.104120452	0.917073761	NA
ADAMTS12	0.023101248	0.271317805	2.208655494	0.122842972	0.902231445	NA
ADAMTS13	1.967000359	-0.200689135	0.362663959	-0.553374907	0.580006718	0.851582522
ADAMTS14	1.348950442	-0.242484229	0.565868611	-0.42851684	0.668274876	0.890196773
ADAMTS15	0.03015795	0.271317805	2.208655494	0.122842972	0.902231445	NA
ADAMTS16	0.201655061	0.969629655	2.045696434	0.473985113	0.635510523	NA
ADAMTS17	0.849838618	0.4511244	0.636979933	0.70822388	0.478806239	NA
ADAMTS18	1.600093084	0.539699527	0.50107569	1.077081841	0.281443705	0.651507547
ADAMTS19	0.082102505	0.044621411	2.208655494	0.020202975	0.983881455	NA
ADAMTS2	1.036207671	0.845251708	2.085561781	0.405287302	0.685266339	0.896807069
ADAMTS20	0.787083705	-2.472036422	1.638353761	-1.508853875	0.131336129	NA
ADAMTS3	0.155180708	-0.696710435	2.122120195	-0.328308659	0.742678298	NA
ADAMTS4	0.76992353	0.040868762	0.690048463	0.059225931	0.952772156	NA
ADAMTS5	0.254100168	-1.283610764	2.192203424	-0.585534513	0.558188367	NA
ADAMTS6	0.305392944	-0.133625671	1.140276544	-0.117187073	0.906711811	NA
ADAMTS7	0.540106764	-0.373831907	0.874939857	-0.427265833	0.669185716	NA
ADAMTS8	0.040441393	-0.082895485	2.208655494	-0.037532103	0.970060744	NA
ADAMTS9	0.408869035	-1.792729816	1.231002295	-1.4563172	0.145304953	NA
ADAMTSL1	0.568219668	1.526693148	1.188201827	1.284876958	0.198835284	NA
ADAMTSL2	2.487891784	-0.028572679	0.505117368	-0.056566415	0.954890589	0.987990704
ADAMTSL3	0	NA	NA	NA	NA	NA
ADAMTSL4	3.026467986	0.100066173	0.329030191	0.304124595	0.76103297	0.922804135
ADAMTSL5	0.9955451	-2.124831497	1.421233087	-1.495061941	0.134898278	NA
ADAP1	30.75316285	-2.497179762	1.968157092	-1.268790877	0.20451566	0.576826799
ADAP2	0.302903369	0.090025208	0.881831709	0.102088876	0.918686131	NA
ADAR	12.74601539	-0.695330799	0.19239593	-3.614061903	0.000301437	0.021511171
ADARB1	2.290806053	0.860791632	0.435545921	1.976351038	0.048115033	0.302656718
ADARB2	3.653432132	1.68590922	0.571374103	2.950622389	0.003171344	0.072618849
ADAT1	3.662149792	0.040491753	0.241325283	0.167789104	0.866749195	0.959585507
ADAT2	2.378574483	0.07169508	0.344073315	0.20837152	0.834938892	0.950271887
ADAT3	2.811474788	0.218275072	0.280149168	0.779138746	0.435897988	0.764483802
ADCK1	0.83437148	0.521317274	0.53807016	0.968864866	0.332612617	NA
ADCK2	1.8685402	-0.53149452	0.329677932	-1.612162868	0.106926503	0.436601903
ADCK5	2.862460303	-0.71860053	0.313869	-2.28949189	0.022050789	0.202710148
ADCY1	3.79599006	1.474323596	0.40999471	3.595957609	0.0003232	0.022802158
ADCY10	0.084462958	0.044621411	2.208655494	0.020202975	0.983881455	NA
ADCY2	2.012824452	2.337516633	0.701484186	3.332244233	0.000861486	0.037538315
ADCY3	3.223305564	-0.137685569	0.24888145	-0.553217481	0.580114498	0.851582522
ADCY4	0.201899086	-0.911299722	1.337479613	-0.681355972	0.495646275	NA
ADCY5	0.746571186	0.83237485	0.692694722	1.201647455	0.229500147	NA
ADCY6	4.771478465	-0.155274645	0.227594784	-0.682241667	0.495086152	0.802089322
ADCY7	0.81537496	-0.885396473	0.519233808	-1.705198044	0.088157495	NA
ADCY8	0	NA	NA	NA	NA	NA
