	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCB11	0	NA	NA	NA	NA	NA
ABCB4	0.18832148	-0.431395077	3.26216253	-0.132242055	0.894792838	NA
ABCB5	0.077014579	-0.046037774	3.262372161	-0.014111748	0.988740828	NA
ABCB6	4.055013128	-1.139203	0.54474317	-2.091266237	0.036504205	0.359031873
ABCB7	2.426274766	-0.192505061	0.471890176	-0.407944626	0.683314329	0.899222178
ABCB8	4.949498324	0.425313162	0.30500336	1.39445402	0.163180545	0.561685163
ABCB9	1.844025414	-0.653294332	0.663684594	-0.984344577	0.324946118	0.704826277
ABCC1	2.325413255	0.453159769	0.503941974	0.899230055	0.368530135	0.738549479
ABCC10	5.06744203	0.930479251	0.256306726	3.630334895	0.000283054	0.035191144
ABCC11	0.171383735	-0.046037774	3.262372161	-0.014111748	0.988740828	NA
ABCC12	0.048671707	0.046701563	3.262372161	0.014315216	0.9885785	NA
ABCC2	0.072582397	0.726784539	3.262372161	0.222777937	0.823708341	NA
ABCC3	0.271919413	0.160125467	1.98227586	0.080778599	0.935618028	NA
ABCC4	0.570451393	0.23889268	1.006931161	0.237248274	0.812464188	NA
ABCC5	3.538356734	-0.613576075	0.465945107	-1.316841976	0.187891599	0.588482062
ABCC6	0.376932443	0.934885122	1.195729582	0.781853302	0.434300792	NA
ABCC8	1.764245391	0.454724444	1.017944587	0.446708446	0.655085583	0.887847778
ABCC9	0.18418599	-0.046037774	3.262372161	-0.014111748	0.988740828	NA
ABCD1	1.562136431	0.7767417	0.543810609	1.428331272	0.153196531	0.553857359
ABCD2	0.032141004	0.046701563	3.262372161	0.014315216	0.9885785	NA
ABCD3	4.515415199	-0.88569143	0.497429458	-1.780536749	0.074988161	0.446970999
ABCD4	6.603323364	0.539967089	0.296726025	1.819749678	0.068797134	0.434897737
ABCE1	4.46241526	-0.334108574	0.492431732	-0.678487091	0.497462906	0.813541607
ABCF1	9.018103695	0.278657811	0.432154036	0.644811311	0.519049471	0.824276649
ABCF2	3.262225316	-0.676755595	0.536838782	-1.26063097	0.207441835	0.610045278
ABCF3	6.939095495	-1.754091514	0.607373394	-2.887995309	0.003877057	0.153151497
ABCG1	2.096265052	0.669945145	0.594296166	1.127291716	0.259619164	0.653052451
ABCG2	0.040441393	0.819523876	3.262372161	0.251204901	0.801655695	NA
ABCG4	0	NA	NA	NA	NA	NA
ABCG5	0.161350268	-0.231518431	3.031848087	-0.076362147	0.939130984	NA
ABCG8	0.19770925	-0.046037774	3.262372161	-0.014111748	0.988740828	NA
ABHD1	1.919384016	-0.556838703	0.658490952	-0.84562848	0.397760032	0.756124566
ABHD10	5.755923309	-1.553372921	0.578031319	-2.687350791	0.007202127	0.200337081
ABHD11	9.694904552	-0.383066619	0.455763804	-0.84049373	0.400631616	0.756627026
ABHD12	4.797021002	0.149266915	0.315846228	0.472593628	0.636503129	0.880712835
ABHD12B	0.768560503	-0.752249283	1.470608624	-0.51152242	0.608985293	NA
ABHD13	4.005502145	-1.202741296	0.578404986	-2.07941032	0.037579653	0.362432949
ABHD14A	1.129574981	-0.086448859	0.683144221	-0.126545547	0.899300098	0.970892995
ABHD14B	1.85659679	0.580404563	0.465564855	1.246667476	0.212519449	0.614130682
ABHD15	3.257028516	-2.020761008	1.019248929	-1.982598118	0.047412338	0.391239368
ABHD16A	5.340588031	0.70205304	0.282001105	2.489540029	0.012790851	0.250648244
ABHD16B	3.882125648	0.024867505	0.368222543	0.067533902	0.946156674	0.984927522
ABHD17A	4.878787465	0.726652421	0.286140655	2.539493808	0.011101301	0.236269555
ABHD17B	3.749008939	-0.878513968	0.500111033	-1.756637847	0.078979558	0.452777163
ABHD17C	1.355318036	0.231775587	0.640189729	0.362042027	0.717320624	0.911310712
ABHD2	7.107731058	0.070891597	0.386913571	0.183223342	0.85462278	0.959037966
ABHD3	6.170579623	-0.145061163	0.344058512	-0.421617712	0.673304076	0.89455152
ABHD4	1.296628493	0.143068916	0.646177521	0.221408066	0.824774712	0.948395639
ABHD5	2.361675643	-0.143692189	0.495746766	-0.289849978	0.771931011	0.931584595
ABHD6	0.921712651	1.916420246	0.66493174	2.882130797	0.003949957	NA
ABHD8	2.295320657	-0.084738566	0.520002367	-0.162958038	0.870551474	0.962335187
ABI1	4.470015412	0.258657725	0.300259612	0.861446945	0.38899193	0.750239203
ABI2	8.914797679	0.07681963	0.256672226	0.299290777	0.764718191	0.930041465
ABI3	1.205953909	3.85802009	3.160852272	1.22056324	NA	NA
ABI3BP	0.164971251	-0.409028908	3.099813483	-0.131952748	0.895021666	NA
ABL1	4.656893348	-0.18699038	0.35691932	-0.523900977	0.600347415	0.864514048
ABL2	5.789514381	-0.173508476	0.357603232	-0.485198288	0.627535697	0.87557948
ABLIM1	1.963732331	0.403867861	0.467806991	0.863321559	0.387960694	0.749846913
ABLIM2	2.640149368	1.143435252	0.638412355	1.791060658	0.073283562	0.443997076
ABLIM3	0.507799267	-0.178979125	1.209365836	-0.147994196	0.882347349	NA
ABO	5.472661662	0.83485035	1.330179155	0.627622487	0.530251274	0.826502365
ABR	2.300207472	0.652111018	0.401013177	1.626158581	0.103915925	0.49538176
ABRA	0.227762261	0.834685467	2.401794448	0.347525771	0.728196361	NA
ABRACL	3.713955747	-1.803464946	0.8042573	-2.24239798	0.024935662	0.315334392
ABT1	5.115688804	0.132678041	0.306401674	0.433019962	0.665000268	0.890857507
ABTB1	3.511328648	-0.577170121	0.492144933	-1.172764531	0.240890246	0.637128607
ABTB2	1.73165007	-0.161131649	0.839732579	-0.191884479	0.847832695	0.956535054
AC003006.1	3.616653258	-1.385318447	0.911996965	-1.518994579	0.12876386	0.527750856
AC003688.1	2.367984738	-1.799371817	1.359301127	-1.323747756	0.185586832	0.586858185
AC005154.6	5.956102615	0.391589358	0.274977042	1.424080189	0.15442326	0.554450316
AC005702.2	1.318231615	-1.380509235	1.085199552	-1.272124774	0.20332879	0.605167011
AC007040.2	0.078919489	1.345322928	3.243775492	0.41473984	0.678332364	NA
AC010323.1	0.676674343	-0.655158724	1.250027636	-0.524115392	0.600198284	NA
AC010522.1	10.22432186	-1.224937756	0.574737292	-2.131300285	0.033064412	0.350371153
AC011499.1	28.3947749	1.165562997	0.793443404	1.468993241	0.141834623	0.542527336
AC018512.1	0.58522171	0.597056898	0.969608352	0.615771199	0.538045538	NA
AC020915.1	15.06551539	-1.289314753	0.63281925	-2.037413928	0.041608579	0.376840223
AC020915.2	0.279719481	0.722543064	1.438053641	0.502445141	0.615354432	NA
AC020922.1	1.662421632	-1.610955822	1.091996999	-1.475238323	0.140148482	0.541662707
AC022384.1	0	NA	NA	NA	NA	NA
AC040162.1	3.07847959	-0.331987774	0.856132437	-0.387776189	0.698181668	0.903720703
AC064853.2	0	NA	NA	NA	NA	NA
AC064853.3	0.137784806	0.634045201	3.262372161	0.194350972	0.845901076	NA
AC068946.1	1.515798969	0.970310108	0.750107517	1.293561371	0.195816973	0.59672107
AC078927.1	0	NA	NA	NA	NA	NA
AC093668.1	1.455615751	-0.886619669	0.901050607	-0.983984321	0.325123222	0.704826277
AC097372.1	0	NA	NA	NA	NA	NA
AC097662.2	0.704858167	0.129993462	0.926652269	0.140282894	0.88843648	NA
AC098650.1	0.425088303	-0.991540334	2.913274807	-0.34035249	0.733591093	NA
AC104304.1	0.473831753	1.229194546	2.215990175	0.554693139	0.57910457	NA
AC104581.1	2.397754181	-0.048150339	0.696353545	-0.069146397	0.94487309	0.98467734
AC105052.1	1.44804257	0.354420967	0.842121221	0.420866923	0.67385226	0.89455152
AC106782.1	1.849032295	-1.096534633	1.067445088	-1.027251561	0.304302025	0.691730725
AC107871.1	0.47494815	-1.095833194	1.584676538	-0.691518532	0.489239739	NA
AC114296.1	0.083322225	-0.046037774	3.262372161	-0.014111748	0.988740828	NA
AC124312.1	3.905811646	-0.445647198	1.498091639	-0.297476594	0.766102675	0.930602959
AC126755.2	1.004219374	-0.429705626	1.140603513	-0.376735317	0.706370314	0.906941926
AC131160.1	20.40876652	-2.182998966	0.898494975	-2.429617334	0.015114772	0.265278635
AC135068.1	0.099386011	-0.138777112	3.262372161	-0.042538713	0.966069251	NA
AC138647.1	4.964421807	-0.694348731	2.818473522	-0.246356308	0.805406425	0.942666491
AC138969.1	1.192192246	0.382566013	1.469412447	0.26035305	0.794591455	0.939730602
AC245033.1	12.21418395	-0.208192403	0.745902283	-0.279114849	0.780156688	0.936626275
ACAA1	2.070700017	1.424390211	0.4506491	3.16075237	0.001573622	0.100304435
ACAA2	4.604361262	-0.923293701	0.512358622	-1.802045797	0.0715382	0.440345678
ACACA	3.910455818	0.01933429	0.354090082	0.054602743	0.956454954	0.987437709
ACACB	1.274030835	-1.026879009	0.931831784	-1.102000411	0.270461493	0.664092097
ACAD10	2.689098058	0.109390444	0.41368039	0.264432268	0.79144685	0.938596049
ACAD11	2.443812448	-0.038023199	0.488518786	-0.077833648	0.93796038	0.982397906
ACAD8	4.953647306	-0.32186878	0.371978366	-0.865288976	0.3868802	0.748775381
ACAD9	10.22558416	-0.731952633	0.34977248	-2.09265358	0.03638009	0.359031873
ACADL	0.356481072	0.164465163	1.276745024	0.128815981	0.89750326	NA
ACADM	5.138721769	-0.338782179	0.44896749	-0.754580647	0.450500639	0.783547317
ACADS	1.709265162	0.521317318	0.483668003	1.077841236	0.281104614	0.675403831
ACADSB	6.818635078	-2.051034904	1.12494413	-1.823232682	0.068268157	0.433460298
ACADVL	20.66284666	0.369419273	0.445591786	0.829053148	0.407074334	0.761679691
ACAN	0	NA	NA	NA	NA	NA
ACAP1	0.81202694	3.117577039	1.518623062	2.052897205	0.040082548	NA
ACAP2	6.914246306	-0.498631314	0.355474125	-1.402721828	0.160699806	0.560009141
ACAP3	7.642518177	-0.207779173	0.35376513	-0.5873365	0.556977732	0.841330866
ACAT1	3.891019386	-0.202073347	0.446474984	-0.452597245	0.650838783	0.88663488
ACAT2	4.316454774	-1.224523694	0.545036158	-2.246683409	0.024660267	0.315048573
ACBD3	5.691739394	0.007673216	0.334721137	0.022924206	0.981710732	0.993931374
ACBD4	2.702213874	1.146527243	0.395777005	2.896902115	0.003768673	0.152426211
ACBD5	2.661855386	0.230995055	0.425868202	0.542409727	0.58753628	0.857201312
ACBD7	1.694354272	-0.997448591	0.776738469	-1.284149853	0.199089528	0.600664872
ACCS	2.21185989	0.061421761	0.517983104	0.118578696	0.905609145	0.973177369
ACCSL	0.11416719	1.683978792	3.220212223	0.522940314	0.601015789	NA
ACD	3.827139594	0.67747526	0.354342909	1.911919903	0.055886468	0.406821092
ACE	0.996395824	0.117354549	0.785042728	0.149488104	0.881168496	0.965996787
ACE2	0.099201611	-0.231516498	3.25699376	-0.07108288	0.943331793	NA
ACER1	0.409534378	0.448563367	1.798959013	0.249346074	0.803093095	NA
ACER2	2.755769535	1.058698191	0.434721932	2.435345709	0.014877568	0.26457723
ACER3	1.682535073	-0.474630626	0.651073245	-0.728997282	0.466003325	0.794742454
ACHE	0.485038898	1.19031881	1.771377787	0.671973431	0.501600611	NA
ACIN1	13.60223095	0.074960709	0.392477033	0.190993874	0.848530393	0.957009799
ACKR1	1.512394762	-2.15567105	1.542400285	-1.397608047	0.1622308	0.561193433
ACKR2	0.088363201	-0.138777112	3.262372161	-0.042538713	0.966069251	NA
ACKR3	1.210216317	-1.976983802	1.301282306	-1.51925819	0.128697519	0.527750856
ACKR4	2.879021239	-0.405852023	0.527279053	-0.769710119	0.441471866	0.778888931
ACLY	10.11792136	0.37413891	0.397163018	0.942028568	0.346178014	0.721314273
ACMSD	1.448094857	-0.361361734	0.660103431	-0.547431989	0.584081983	0.854878965
ACO1	3.256955533	-0.005684978	0.400761413	-0.014185443	0.988682033	0.996778827
ACO2	3.719043313	-0.426868516	0.426489149	-1.000889513	0.316880227	0.702270563
ACOT1	0.453981616	0.88392704	0.93605383	0.944312188	0.34501014	NA
ACOT11	1.905673408	0.402587238	0.512903217	0.784918529	0.432501338	0.773414881
ACOT12	0.057083595	0.819523876	3.262372161	0.251204901	0.801655695	NA
ACOT13	5.061115707	0.323528172	0.290073405	1.115332071	0.264708147	0.658860268
ACOT2	2.585034274	1.178896971	0.337401457	3.494048249	0.000475755	0.051060307
ACOT4	1.451632332	-0.466226606	0.897487173	-0.519479965	0.603426081	0.866202027
ACOT6	0.626396301	0.229437627	0.994268755	0.23076017	0.817501126	NA
ACOT7	1.482869945	0.007486894	0.588063898	0.012731429	0.989842064	0.997258261
ACOT8	3.895538626	-0.498798493	0.428701908	-1.16350892	0.244623081	0.639309364
ACOT9	0.961752075	1.02594662	0.628804297	1.631583348	0.102767288	0.495061288
ACOX1	5.374667275	0.419909539	0.267048814	1.572407433	0.115856092	0.512350261
ACOX2	0.326648196	0.737201758	1.135382268	0.649298284	0.516145595	NA
ACOX3	1.925218955	0.674343398	0.453167554	1.488066372	0.136733391	0.537895109
ACOXL	0.521757557	1.444501577	0.845303211	1.708856134	0.087477602	NA
ACP1	8.724771043	-0.708718377	0.330124275	-2.146822972	0.031807378	0.34670594
ACP2	4.123586306	0.825917106	0.356234117	2.318467169	0.020423945	0.295124834
ACP5	4.205785924	0.398613743	0.892599525	0.446576244	0.655181051	0.887877967
ACP6	2.137099046	0.076072458	0.618609316	0.122973346	0.902128205	0.972008957
ACPP	0.392324831	-0.914971827	1.490778523	-0.613754366	0.539377657	NA
ACR	0.391449389	-0.771119756	2.349788623	-0.328165584	0.742786468	NA
ACRBP	1.361714327	1.066729866	0.642738608	1.659663591	0.096982148	0.487790664
ACRV1	3.175023473	0.091243503	0.427927156	0.213222045	0.831153774	0.949767999
ACSBG1	0.327182425	0.83893817	1.13009321	0.742361924	0.457868083	NA
ACSBG2	1.169796107	0.005964615	0.694699596	0.00858589	0.993149535	0.997758117
ACSF2	1.724847218	-0.627672842	0.90758531	-0.691585502	0.489197669	0.809807373
ACSF3	2.695952503	0.40464279	0.44693859	0.905365521	0.365271775	0.737079395
ACSL1	2.029855103	0.39996672	0.451219535	0.886412687	0.375395185	0.742305708
ACSL3	5.631789201	0.322244135	0.302352312	1.065790215	0.286518485	0.679217032
ACSL4	3.494716035	0.983881161	0.352510587	2.791068399	0.005253437	0.172502785
ACSL5	0.83805881	2.01839062	1.166025324	1.731000672	0.083451645	NA
ACSL6	0.393277557	-0.325581444	1.825243816	-0.17837696	0.858426942	NA
ACSM1	1.019625227	-1.697043491	1.343695201	-1.262967591	0.206600827	0.609559818
ACSM2A	0	NA	NA	NA	NA	NA
ACSM2B	0	NA	NA	NA	NA	NA
ACSM3	1.613265506	-0.859773802	0.878977556	-0.978152168	0.327999069	0.7067063
ACSM4	0.067060607	-0.138777112	3.262372161	-0.042538713	0.966069251	NA
ACSM5	0	NA	NA	NA	NA	NA
ACSM6	2.333382981	0.634168162	0.547891288	1.15747079	0.247080067	0.641958286
ACSS1	1.4378265	-0.881463438	0.950332811	-0.92753131	0.353650743	0.726926237
ACSS2	2.800614717	-0.472654571	0.682033534	-0.693007817	0.488304646	0.809556271
ACSS3	0.726631235	-0.783144235	1.023166692	-0.765412167	0.44402615	NA
ACTA1	1.427946904	1.514422156	0.864084577	1.752631856	NA	NA
ACTA2	0.429790328	0.530405233	1.177135593	0.450589751	0.652285255	NA
ACTB	34.37341509	0.299845845	0.249447539	1.202039699	0.229348147	0.627876147
ACTBL2	0	NA	NA	NA	NA	NA
ACTC1	0.20846345	0.979196223	2.349816841	0.416711722	0.676889279	NA
ACTG1	59.20492572	-0.291028764	0.427153965	-0.681320526	0.495668698	0.812653329
ACTG2	0.480899257	1.70376112	1.516640728	1.123378193	0.261276907	NA
ACTL10	4.830150008	0.527479694	0.5150738	1.024085664	0.305794815	0.693505638
ACTL6A	7.634961121	-1.850871403	0.564689284	-3.277681114	0.001046636	0.085398902
ACTL6B	4.172947638	-0.124862372	0.711801367	-0.175417438	0.86075164	0.959870916
ACTL7A	0.109473857	-0.138777796	3.18124364	-0.043623756	0.965204315	NA
ACTL7B	0.129441613	-0.138777112	3.262372161	-0.042538713	0.966069251	NA
ACTL8	0.057083595	0.819523876	3.262372161	0.251204901	0.801655695	NA
ACTL9	0.053258589	0.046701563	3.262372161	0.014315216	0.9885785	NA
ACTN1	2.649396136	0.072534684	0.441945267	0.164125945	0.869631998	0.962271437
ACTN2	0	NA	NA	NA	NA	NA
ACTN3	0.349412971	1.670847652	1.483946714	1.125948551	0.260187297	NA
ACTN4	10.54932894	-0.025370599	0.311390263	-0.081475249	0.935064008	0.981164766
ACTR10	4.331595723	-0.486610142	0.413135856	-1.177845338	0.23885827	0.637128607
ACTR1A	4.631593482	-0.562960997	0.401505899	-1.402123851	0.160878266	0.560009141
ACTR1B	8.679251374	-0.525931949	0.32609903	-1.612798265	0.106788343	0.49738176
ACTR2	8.236848714	-0.737735558	0.394128065	-1.871816861	0.061231945	0.416516539
ACTR3	7.175355562	-0.272520808	0.352309644	-0.773526394	0.439210914	0.777708183
ACTR3B	2.180860723	0.415536113	0.421477072	0.985904432	0.324180012	0.704826277
ACTR3C	1.906875768	0.919096858	0.42806677	2.147087611	0.031786307	0.34670594
ACTR5	2.007547982	-0.430657825	0.566016244	-0.760857713	0.446742059	0.780849776
ACTR6	2.480371333	-0.199535996	0.472493851	-0.422303901	0.672803211	0.894293418
ACTR8	2.909699807	0.190112101	0.420893533	0.451686914	0.651494547	0.88663488
ACTRT1	0.361714341	-0.795995545	2.368882105	-0.336021596	0.736854582	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	0.54656753	-1.198023513	1.103318967	-1.085836053	0.277551533	NA
ACVR1	2.959607691	0.388965863	0.43276963	0.898782716	0.368768408	0.73877232
ACVR1B	3.02426701	-1.652825607	0.777244768	-2.126518795	0.033460086	0.352283892
ACVR1C	0.121715333	-0.138778196	3.132803924	-0.044298398	0.964666549	NA
ACVR2A	6.356957769	-0.694212004	0.569568646	-1.218838167	0.222905622	0.621830844
ACVR2B	8.748189201	0.636199656	0.46837078	1.358324821	0.174360638	0.570911741
ACVRL1	0.363363803	-0.069724047	2.43024388	-0.028690144	0.977111717	NA
ACY1	1.769743002	0.284566188	0.591562089	0.481041962	0.630486676	0.876581558
ACY3	0.080882786	1.363309298	3.242841039	0.420405836	0.674189006	NA
ACYP1	14.05868761	-0.269564239	0.285205036	-0.945159467	0.344577469	0.721263424
ACYP2	2.11542273	0.288228513	0.45745055	0.630075783	0.528645003	0.826189586
ADA	0.826035455	-1.586809898	1.37682295	-1.152515578	0.249109272	NA
ADAD1	0.152044986	0.046701563	3.262372161	0.014315216	0.9885785	NA
ADAD2	0.101430885	-0.138777508	3.215665242	-0.043156702	0.965576619	NA
ADAL	1.267696431	-1.35978232	0.883494184	-1.539095951	0.123780873	0.52281526
ADAM10	4.139398541	-0.130645747	0.47971994	-0.272337537	0.785362496	0.937453201
ADAM11	0.549698455	-0.264424715	1.110000411	-0.238220376	0.811710174	NA
ADAM12	1.51705169	-1.778786333	2.83791534	-0.626793304	0.530794733	0.826502365
ADAM15	3.960032734	-0.159864239	0.43162492	-0.370377686	0.711101098	0.90901929
ADAM17	6.906042627	-0.189455273	0.299377528	-0.632830643	0.526844244	0.826189586
ADAM18	0	NA	NA	NA	NA	NA
ADAM19	0.854522	1.349311611	0.713590878	1.890875646	0.058640946	NA
ADAM2	0	NA	NA	NA	NA	NA
ADAM20	2.554873374	-2.040075205	0.926015039	-2.203069193	0.027589872	0.328662683
ADAM21	0.862687013	-1.622501195	1.044348666	-1.55360106	0.120279606	NA
ADAM22	2.509988534	-0.633590665	0.568497286	-1.114500774	0.265064413	0.659091847
ADAM23	1.61564713	0.218112625	0.705395291	0.309206239	0.757164648	0.927672601
ADAM28	2.420833431	-2.668231403	1.095702573	-2.43517855	0.014884443	0.26457723
ADAM29	0	NA	NA	NA	NA	NA
ADAM30	0	NA	NA	NA	NA	NA
ADAM32	0.411261397	0.56169071	1.073434053	0.523265224	0.600789698	NA
ADAM33	0.440585824	-0.865610195	1.962942441	-0.440975842	0.659230486	NA
ADAM7	0.057083595	0.819523876	3.262372161	0.251204901	0.801655695	NA
ADAM8	0.362496121	2.513515714	2.025503322	1.240933888	0.214630173	NA
ADAM9	2.539016062	-0.069934034	0.494083326	-0.141542996	0.887440996	0.967410069
ADAMDEC1	0.548195065	-1.208972768	2.434526534	-0.496594615	0.619474951	NA
ADAMTS1	0.957093088	1.321073375	1.415155251	0.933518336	0.350552408	0.724520367
ADAMTS10	0.315554084	0.148305552	1.650395863	0.089860594	0.928397996	NA
ADAMTS12	0.023101248	0.046701563	3.262372161	0.014315216	0.9885785	NA
ADAMTS13	1.967000359	-0.24979314	0.615795383	-0.405643086	0.685004866	0.900220419
ADAMTS14	1.348950442	0.030645656	0.867889194	0.035310563	0.971832101	0.991170865
ADAMTS15	0.03015795	0.046701563	3.262372161	0.014315216	0.9885785	NA
ADAMTS16	0.201655061	-0.483100673	3.046893091	-0.158555177	0.874019346	NA
ADAMTS17	0.849838618	-0.181180716	0.992658378	-0.182520714	0.8551741	NA
ADAMTS18	1.600093084	0.275068212	0.71833851	0.382922826	0.701776986	0.90526026
ADAMTS19	0.082102505	0.726784539	3.262372161	0.222777937	0.823708341	NA
ADAMTS2	1.036207671	0.005956431	3.104171859	0.001918847	0.998468983	0.999822569
ADAMTS20	0.787083705	-0.813070927	2.859854616	-0.284304986	0.776176665	NA
ADAMTS3	0.155180708	-0.411979476	3.150376263	-0.130771515	0.895956057	NA
ADAMTS4	0.76992353	-1.183550637	1.077485193	-1.09843796	0.272013294	NA
ADAMTS5	0.254100168	1.823227708	3.198233417	0.570073372	0.568627935	NA
ADAMTS6	0.305392944	1.336894891	1.56568603	0.853871636	0.393176117	NA
ADAMTS7	0.540106764	-1.060560678	1.35794731	-0.781002819	0.434800836	NA
ADAMTS8	0.040441393	0.819523876	3.262372161	0.251204901	0.801655695	NA
ADAMTS9	0.408869035	-0.076072059	2.001351883	-0.038010337	0.96967944	NA
ADAMTSL1	0.568219668	-1.262591019	1.862115509	-0.678041192	0.497745576	NA
ADAMTSL2	2.487891784	1.533132295	0.55583082	2.758271474	0.005810792	0.179791952
ADAMTSL3	0	NA	NA	NA	NA	NA
ADAMTSL4	3.026467986	-0.399502324	0.547622834	-0.729520939	0.465683064	0.794725059
ADAMTSL5	0.9955451	3.391823682	1.607152563	2.110455323	0.034819156	0.354414994
ADAP1	124.5714186	4.173045383	2.420651778	1.723934612	0.084719648	0.462934996
ADAP2	0.302903369	0.931100428	1.22837215	0.757995391	0.448453742	NA
ADAR	12.74601539	-0.108242951	0.359928011	-0.300735003	0.763616575	0.929678161
ADARB1	2.290806053	-0.251457666	0.665554545	-0.377816766	0.705566718	0.906487979
ADARB2	3.653432132	-0.169340679	0.904875467	-0.187142524	0.851548888	0.95788761
ADAT1	3.662149792	0.47516609	0.327409115	1.451291577	0.146698686	0.546428153
ADAT2	2.378574483	0.004871123	0.527251659	0.009238707	0.992628683	0.99771577
ADAT3	2.811474788	0.332653992	0.391434079	0.849834007	0.39541738	0.754155537
ADCK1	0.83437148	-0.153438479	0.835223547	-0.183709474	0.854241376	NA
ADCK2	1.8685402	0.955710133	0.409500318	2.333844666	0.019603857	0.291747194
ADCK5	2.862460303	1.160956741	0.377990928	3.071387845	0.002130662	0.118162765
ADCY1	3.79599006	-1.123383423	0.753746217	-1.490400081	0.136119071	0.536726601
ADCY10	0.084462958	0.726784539	3.262372161	0.222777937	0.823708341	NA
ADCY2	2.012824452	-1.786035467	1.223353847	-1.459950015	0.144303812	0.544478055
ADCY3	3.223305564	-0.440330237	0.461510986	-0.954105643	0.34003017	0.717255876
ADCY4	0.201899086	-0.503260888	2.033388488	-0.247498641	0.804522343	NA
ADCY5	0.746571186	0.319011917	0.997690887	0.319750257	0.749157659	NA
ADCY6	4.771478465	-0.738072478	0.440850704	-1.674200519	0.094091198	0.484294066
ADCY7	0.81537496	0.005607725	0.869162495	0.006451872	0.994852186	NA
ADCY8	0	NA	NA	NA	NA	NA
