"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RRS1",5.48198291467924,-1.29352829424544,0.650761930309197,-1.98771353086196,0.0468433815901805,0.389802745280249
"RSPH4A",1.1494086145139,-1.93657763049032,0.927483808222019,-2.08799076956689,0.0367986673288431,0.359876063589005
"SAFB2",8.92389374656596,-1.05696553309207,0.449526129626936,-2.35128830880031,0.0187085316399744,0.286841308672965
"SALL1",1.8076332769909,-2.35770712565862,0.94610725819981,-2.49200828471045,0.0127023074531406,0.250567094126069
"SAP18",7.68479558534737,-1.28885721955456,0.521056177908456,-2.47354752558178,0.0133779009392431,0.253061928928936
"SCN8A",3.82529213260541,-1.10833071105761,0.55828207802365,-1.98525217750345,0.0471164217662476,0.390522051563545
"SCNN1A",19.1116330006616,-1.2570545549491,0.62765750467138,-2.00277148857998,0.0452018214786027,0.385271559951846
"SCPEP1",6.17534435128502,-1.31990038020328,0.640963384640174,-2.05924458687176,0.0394708138839817,0.368314752390404
"SDCBP",4.58177257956305,-1.08530742508229,0.516397643871524,-2.10168934340125,0.035580497689727,0.356668719803448
"SDHA",8.82578706801031,-1.13294394935686,0.563093133297609,-2.01200100367423,0.0442198311888762,0.383770295005272
"SDK2",3.16392319511141,-2.21117949979365,1.04855817699784,-2.10878094158261,0.0349634944072703,0.35492045211972
"SEC62",8.32781959089443,-1.15235527443133,0.550448351359494,-2.09348483211049,0.0363058966743579,0.358688548025108
"SEMA6D",3.24953157136487,-2.94162648457593,1.01390783240837,-2.9012760238656,0.00371646353057008,0.152426211379642
"SERINC1",7.41028535270851,-1.22786222778957,0.437980220817365,-2.80346501834743,0.00505567164136939,0.172502785386478
"SETBP1",9.13461651410296,-1.52065505094784,0.584836720098976,-2.60013606992818,0.00931868023394713,0.221196917375555
"SEZ6",7.01284043365834,-1.47616562648389,0.70272430643309,-2.10063265632102,0.0356732250826219,0.356668719803448
"SEZ6L",13.8457900555666,-2.3905406443047,0.933456225239521,-2.56095634660457,0.0104384471370341,0.231992178229622
"SH3BP4",7.20816877966419,-1.16204976225211,0.580283359288395,-2.00255572325414,0.0452249963660923,0.385271559951846
"SH3GL2",5.84372141309909,-1.47999722549331,0.686952137441949,-2.15444009098579,0.0312056754071926,0.346156948841093
"SHISA2",2.89535426643223,-2.14182428958388,1.08268931000623,-1.97824460793056,0.0479011186455601,0.391343101387312
"SIX4",4.68576369793952,-2.06409061014185,0.895259329727501,-2.30557844146691,0.021134199050998,0.295855225733982
"SKP2",11.6841958103402,-1.88217002008304,0.586589888112774,-3.2086642784425,0.00133353103067316,0.0956865665837877
"SLC10A5",3.59951039504098,-1.38819927995754,0.702123590842022,-1.97714376509233,0.048025381986212,0.391811496055695
"SLC19A2",6.25127751483575,-1.00089270503046,0.473224019913591,-2.11505051077759,0.0344256425201206,0.353700253872104
"SLC24A3",2.13241065028416,-2.49834124152032,1.24699797636167,-2.00348459971816,0.0451252989634808,0.384960355714708
"SLC25A36",12.8635338631564,-1.1910565347464,0.443766502263496,-2.68397125215906,0.00727533617988269,0.200861543368088
"SLC35F3",4.05388939948904,-3.15605616970912,1.41720541054831,-2.22695746588213,0.0259501166151956,0.319466288565697
"SLC36A4",12.3533683904736,-1.93094031963312,0.620826601599408,-3.11027316590256,0.0018691439721393,0.111043701969961
"SLC39A6",7.55358747458468,-1.13618456508276,0.460253314153944,-2.468607026049,0.0135640083741568,0.25329002326015
